HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.list,Input.trial_1,Input.trial_2,Input.trial_3,Input.trial_4,Input.trial_5,Input.trial_6,Input.trial_7,Input.trial_8,Input.trial_9,Input.trial_10,Answer.Rating1,Answer.Rating10,Answer.Rating2,Answer.Rating3,Answer.Rating4,Answer.Rating5,Answer.Rating6,Answer.Rating7,Answer.Rating8,Answer.Rating9,Answer.RatingSample1,Answer.RatingSample2,Answer.english,Answer.foreignlang,Answer.numanswered,Answer.useragent,Approve,Reject
2WTNFSVGULF3HJDDLY71KS3OEYZ8MC,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,8,BatchId:1049404;,3600,604800,Wed Mar 06 01:43:27 GMT 2013,,,259VKCJ011K2FI4OOVHWB18PFI78AK,A1A03XN33VQGA2,Submitted,Tue Feb 26 08:25:15 GMT 2013,Tue Feb 26 08:26:20 GMT 2013,Tue Mar 05 00:26:20 PST 2013,,,,65,25% (1/4),25% (1/4),0% (0/0),6,That's the film that the assistant developed in the darkroom.,That's the idea that the team floated at the meeting.,That's the rabbit that the magician made vanish into thin air.,That's the ladder that the worker made lean against the door.,That's the girl that the teacher played with the doll.,That's the gymnast that the coach balanced on the beam.,That's the student that the councilor made skip the road.,That's the sprinter that the coach made run for 2 hours.,That's the wall that the carpenter broke into several pieces.,That's the book that the student returned to the library.,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,10,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch; .NET4.0E; .NET4.0C; Tablet PC 2.0),,
2WTNFSVGULF3HJDDLY71KS3OEYZ8MC,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,8,BatchId:1049404;,3600,604800,Wed Mar 06 01:43:27 GMT 2013,,,25SFK0COK2JE90S6ZV0LWW6QAPRKRV,ADOF6MX5VNTRH,Submitted,Wed Feb 27 00:47:58 GMT 2013,Wed Feb 27 00:50:48 GMT 2013,Tue Mar 05 16:50:48 PST 2013,,,,170,100% (1/1),100% (1/1),0% (0/0),6,That's the film that the assistant developed in the darkroom.,That's the idea that the team floated at the meeting.,That's the rabbit that the magician made vanish into thin air.,That's the ladder that the worker made lean against the door.,That's the girl that the teacher played with the doll.,That's the gymnast that the coach balanced on the beam.,That's the student that the councilor made skip the road.,That's the sprinter that the coach made run for 2 hours.,That's the wall that the carpenter broke into several pieces.,That's the book that the student returned to the library.,Y,Y,N,Y,Y,N,N,N,Y,Y,,,Y,N,10,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_2 like Mac OS X; en-us) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/23.0.1271.100 Mobile/10B146 Safari/8536.25 (4E14B3A4-AF83-4AC4-ADB9-7B76851C679A)",,
2WTNFSVGULF3HJDDLY71KS3OEYZ8MC,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,8,BatchId:1049404;,3600,604800,Wed Mar 06 01:43:27 GMT 2013,,,27J24SMEZZ2MQY74O5ZPEY3A4BQ3KP,A297DOVZ0XFWVE,Submitted,Wed Feb 27 03:08:26 GMT 2013,Wed Feb 27 03:09:35 GMT 2013,Tue Mar 05 19:09:35 PST 2013,,,,69,100% (1/1),100% (1/1),0% (0/0),6,That's the film that the assistant developed in the darkroom.,That's the idea that the team floated at the meeting.,That's the rabbit that the magician made vanish into thin air.,That's the ladder that the worker made lean against the door.,That's the girl that the teacher played with the doll.,That's the gymnast that the coach balanced on the beam.,That's the student that the councilor made skip the road.,That's the sprinter that the coach made run for 2 hours.,That's the wall that the carpenter broke into several pieces.,That's the book that the student returned to the library.,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,,,,
2WTNFSVGULF3HJDDLY71KS3OEYZ8MC,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,8,BatchId:1049404;,3600,604800,Wed Mar 06 01:43:27 GMT 2013,,,28URCJK63ZVEBVCHZ59AV9JNG3BX88,A1MLJ69XSGEYB8,Submitted,Tue Feb 26 07:24:50 GMT 2013,Tue Feb 26 07:26:09 GMT 2013,Mon Mar 04 23:26:09 PST 2013,,,,79,33% (1/3),33% (1/3),0% (0/0),6,That's the film that the assistant developed in the darkroom.,That's the idea that the team floated at the meeting.,That's the rabbit that the magician made vanish into thin air.,That's the ladder that the worker made lean against the door.,That's the girl that the teacher played with the doll.,That's the gymnast that the coach balanced on the beam.,That's the student that the councilor made skip the road.,That's the sprinter that the coach made run for 2 hours.,That's the wall that the carpenter broke into several pieces.,That's the book that the student returned to the library.,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,10,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2),,
2WTNFSVGULF3HJDDLY71KS3OEYZ8MC,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,8,BatchId:1049404;,3600,604800,Wed Mar 06 01:43:27 GMT 2013,,,2CFJKM05BMJT2VJDHRKPERA93N4DI6,A274FLWJ2ZD2ZH,Submitted,Wed Feb 27 22:49:39 GMT 2013,Wed Feb 27 22:50:55 GMT 2013,Wed Mar 06 14:50:55 PST 2013,,,,76,25% (1/4),25% (1/4),0% (0/0),6,That's the film that the assistant developed in the darkroom.,That's the idea that the team floated at the meeting.,That's the rabbit that the magician made vanish into thin air.,That's the ladder that the worker made lean against the door.,That's the girl that the teacher played with the doll.,That's the gymnast that the coach balanced on the beam.,That's the student that the councilor made skip the road.,That's the sprinter that the coach made run for 2 hours.,That's the wall that the carpenter broke into several pieces.,That's the book that the student returned to the library.,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,,,,
2WTNFSVGULF3HJDDLY71KS3OEYZ8MC,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,8,BatchId:1049404;,3600,604800,Wed Mar 06 01:43:27 GMT 2013,,,2UA62NJQ21727NU7WH2KQCVGM68OW8,A2T5YVU37RBCCP,Submitted,Tue Feb 26 07:09:30 GMT 2013,Tue Feb 26 07:11:07 GMT 2013,Mon Mar 04 23:11:07 PST 2013,,,,97,100% (2/2),100% (2/2),0% (0/0),6,That's the film that the assistant developed in the darkroom.,That's the idea that the team floated at the meeting.,That's the rabbit that the magician made vanish into thin air.,That's the ladder that the worker made lean against the door.,That's the girl that the teacher played with the doll.,That's the gymnast that the coach balanced on the beam.,That's the student that the councilor made skip the road.,That's the sprinter that the coach made run for 2 hours.,That's the wall that the carpenter broke into several pieces.,That's the book that the student returned to the library.,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,10,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:19.0) Gecko/20100101 Firefox/19.0,,
2WTNFSVGULF3HJDDLY71KS3OEYZ8MC,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,8,BatchId:1049404;,3600,604800,Wed Mar 06 01:43:27 GMT 2013,,,2XIYN5F3Q0JGD7J32NNYG49HKHQFBE,A39FH0T1NKKMVO,Submitted,Sat Mar 02 04:52:43 GMT 2013,Sat Mar 02 04:53:48 GMT 2013,Fri Mar 08 20:53:48 PST 2013,,,,65,100% (2/2),100% (2/2),0% (0/0),6,That's the film that the assistant developed in the darkroom.,That's the idea that the team floated at the meeting.,That's the rabbit that the magician made vanish into thin air.,That's the ladder that the worker made lean against the door.,That's the girl that the teacher played with the doll.,That's the gymnast that the coach balanced on the beam.,That's the student that the councilor made skip the road.,That's the sprinter that the coach made run for 2 hours.,That's the wall that the carpenter broke into several pieces.,That's the book that the student returned to the library.,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0,,
2TK6DG67D1X33E01FNFK7JE22I69GV,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:55 GMT 2013,,,2790JPPSI2KYM3694IWKQM6YUKYJP2,A39APWH62XBLR9,Submitted,Wed Feb 27 16:40:16 GMT 2013,Wed Feb 27 16:41:35 GMT 2013,Wed Mar 06 08:41:35 PST 2013,,,,79,100% (2/2),100% (2/2),0% (0/0),7,That's the book that the student returned to the library.,That's the wall that the carpenter broke into several pieces.,That's the sprinter that the coach made run for 2 hours.,That's the student that the councilor made skip the road.,That's the gymnast that the coach balanced on the beam.,That's the girl that the teacher played with the doll.,That's the ladder that the worker made lean against the door.,That's the rabbit that the magician made vanish into thin air.,That's the idea that the team floated at the meeting.,That's the film that the assistant developed in the darkroom.,Y,Y,N,Y,N,N,N,Y,Y,Y,,,Y,N,10,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; HPNTDF; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322),,
2TK6DG67D1X33E01FNFK7JE22I69GV,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:55 GMT 2013,,,27P2Q45UUKQO6U8ZBCESDOG2CCAUCE,A2LV5QYHH24OMY,Submitted,Tue Feb 26 06:11:47 GMT 2013,Tue Feb 26 06:14:12 GMT 2013,Mon Mar 04 22:14:12 PST 2013,,,,145,100% (1/1),100% (1/1),0% (0/0),7,That's the book that the student returned to the library.,That's the wall that the carpenter broke into several pieces.,That's the sprinter that the coach made run for 2 hours.,That's the student that the councilor made skip the road.,That's the gymnast that the coach balanced on the beam.,That's the girl that the teacher played with the doll.,That's the ladder that the worker made lean against the door.,That's the rabbit that the magician made vanish into thin air.,That's the idea that the team floated at the meeting.,That's the film that the assistant developed in the darkroom.,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,10,Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0,,
2TK6DG67D1X33E01FNFK7JE22I69GV,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:55 GMT 2013,,,2JUNJKM05BMJ182FBD7TU9RCI4JCH6,A1T79J0XQXDDGC,Submitted,Tue Feb 26 08:47:10 GMT 2013,Tue Feb 26 08:48:41 GMT 2013,Tue Mar 05 00:48:41 PST 2013,,,,91,100% (1/1),100% (1/1),0% (0/0),7,That's the book that the student returned to the library.,That's the wall that the carpenter broke into several pieces.,That's the sprinter that the coach made run for 2 hours.,That's the student that the councilor made skip the road.,That's the gymnast that the coach balanced on the beam.,That's the girl that the teacher played with the doll.,That's the ladder that the worker made lean against the door.,That's the rabbit that the magician made vanish into thin air.,That's the idea that the team floated at the meeting.,That's the film that the assistant developed in the darkroom.,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,10,Mozilla/5.0 (Windows NT 6.2; rv:18.0) Gecko/20100101 Firefox/18.0,,
2TK6DG67D1X33E01FNFK7JE22I69GV,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:55 GMT 2013,,,2O4WA6X3YOCCNEX6KVOPYINKT96OPE,A3H4UWSNYROIM2,Submitted,Tue Feb 26 07:18:03 GMT 2013,Tue Feb 26 07:19:05 GMT 2013,Mon Mar 04 23:19:05 PST 2013,,,,62,100% (1/1),100% (1/1),0% (0/0),7,That's the book that the student returned to the library.,That's the wall that the carpenter broke into several pieces.,That's the sprinter that the coach made run for 2 hours.,That's the student that the councilor made skip the road.,That's the gymnast that the coach balanced on the beam.,That's the girl that the teacher played with the doll.,That's the ladder that the worker made lean against the door.,That's the rabbit that the magician made vanish into thin air.,That's the idea that the team floated at the meeting.,That's the film that the assistant developed in the darkroom.,Y,Y,Y,N,N,Y,N,N,Y,Y,,,N,Y,,,,
2TK6DG67D1X33E01FNFK7JE22I69GV,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:55 GMT 2013,,,2ZOZ9RNDWIOV96S92E4TLU159P6UFT,A345ITROB8ZNCQ,Submitted,Tue Feb 26 07:03:55 GMT 2013,Tue Feb 26 07:04:57 GMT 2013,Mon Mar 04 23:04:57 PST 2013,,,,62,100% (1/1),100% (1/1),0% (0/0),7,That's the book that the student returned to the library.,That's the wall that the carpenter broke into several pieces.,That's the sprinter that the coach made run for 2 hours.,That's the student that the councilor made skip the road.,That's the gymnast that the coach balanced on the beam.,That's the girl that the teacher played with the doll.,That's the ladder that the worker made lean against the door.,That's the rabbit that the magician made vanish into thin air.,That's the idea that the team floated at the meeting.,That's the film that the assistant developed in the darkroom.,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,,,,
2TK6DG67D1X33E01FNFK7JE22I69GV,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:55 GMT 2013,,,2ZOZ9RNDWIOV96S92E4TLU159RVFU7,A2GJ4BIQ58ZOPD,Submitted,Tue Feb 26 21:38:04 GMT 2013,Tue Feb 26 21:39:51 GMT 2013,Tue Mar 05 13:39:51 PST 2013,,,,107,100% (3/3),100% (3/3),0% (0/0),7,That's the book that the student returned to the library.,That's the wall that the carpenter broke into several pieces.,That's the sprinter that the coach made run for 2 hours.,That's the student that the councilor made skip the road.,That's the gymnast that the coach balanced on the beam.,That's the girl that the teacher played with the doll.,That's the ladder that the worker made lean against the door.,That's the rabbit that the magician made vanish into thin air.,That's the idea that the team floated at the meeting.,That's the film that the assistant developed in the darkroom.,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0,,
